lat,lng
35.909,-79.046
34.98,-79.48
47.987,-76.036
42.54457119999999,-76.5983802
42.44261090000001,-76.5086618
42.4497493,-76.50136429999999
42.47999799999999,-76.48118199999999
42.6011813,-76.1804843
42.75448799999999,-76.7032
42.429088,-76.51341959999999
42.4177286,-76.4545649
42.42904199999999,-76.508494
42.4796995,-76.4818799
42.4394625,-76.5074715
35.909,-79.046
42.43713899999999,-76.509185
42.479442,-76.481917
42.4204429,-76.5214759
42.483327,-76.490933
42.440664,-76.498852
42.483327,-76.490933
42.416835,-76.53486
42.3940302,-76.3811582
42.4275522,-76.5140254
42.42655399999999,-76.509425
42.419794,-76.524013
42.62786999999999,-76.71015400000002
42.4406492,-76.4986583
42.4418669,-76.4869796
42.4395007,-76.5126879
42.483327,-76.490933
42.1943734,-76.3133431
42.4815951,-76.4874179
42.44009579999999,-76.495857
42.4399886,-76.49550830000001
42.6503598,-76.6345552
42.4330064,-76.5102445
42.44953150000001,-76.5012212
42.4385229,-76.49717679999999
42.441925,-76.511571
42.595242,-76.17963499999999
42.44576799999999,-76.512604
42.57115,-76.21572379999999
42.4376299,-76.4958444
42.29421749999999,-76.7142015
42.439523,-76.505202
42.45145489999999,-76.5051257
42.570517,-76.216359
42.4383519,-76.4649376
42.6166671,-76.9439525
42.500105,-76.9238448
42.4290536,-76.5103554
42.4794768,-76.4776753
42.4406245,-76.4955133
42.43636799999999,-76.5071368
42.6081868,-76.1687292
42.2931871,-76.7143284
42.18852809999999,-76.7920731
42.46872630000001,-76.47960290000002
42.4423606,-76.4850055
42.5180477,-76.5030575
42.427536,-76.5140321
42.15697290000001,-76.8261741
42.4407363,-76.497333
42.429044,-76.50865
42.51059,-76.876035
42.4239724,-76.51404649999999
42.44673390000001,-76.4846493
42.569011,-76.218215
42.5866432,-76.4938671
42.4799426,-76.4815737
42.1597257,-76.8558606
42.4395,-76.495914
42.47935419999999,-76.48191039999999
42.4301255,-76.5085308
42.5550787,-76.86607219999999
42.6035478,-76.20040120000002
42.575924,-76.677017
42.435647,-76.510595
42.60816639999999,-76.17069959999999
42.4300525,-76.5082081
42.48001920000001,-76.48085209999999
42.47999799999999,-76.48118199999999
42.5990155,-76.1806244
42.1568225,-76.8540245
42.4801019,-76.4808053
42.7651455,-76.78271
42.816413,-76.16612289999999
42.4387603,-76.4987482
42.4620526,-76.4223252
42.439297,-76.496965
42.75862099999999,-76.775038
42.15419989999999,-76.8850649
42.50153290000001,-76.8667753
42.441788,-76.485979
42.4285496,-76.497438
42.5538329,-76.205691
42.4364493,-76.4993372
42.42907599999999,-76.508304
42.62023759999999,-76.7246285
42.4445486,-76.5083425
42.5757711,-76.214545
42.43909499999999,-76.51023099999999
42.4300113,-76.50677999999999
42.48371849999999,-76.4910616
42.4346027,-76.50786409999999
42.43247400000001,-76.510407
42.4376988,-76.4635742
42.4298628,-76.50652939999999
42.441992,-76.489634
42.57479590000001,-77.036755
42.439177,-76.493399
42.5961173,-76.2028249
42.4464908,-76.48222620000001
42.439799,-76.495958
42.776563,-76.707696
42.4332983,-76.5075322
42.43970699999999,-76.505027
42.09597,-76.2329139
42.44179139999999,-76.4876713
42.6825539,-76.62108409999999
42.483327,-76.490933
42.4444581,-76.49950989999999
42.5422871,-76.6620804
42.57663180000001,-76.8584529
42.48772899999999,-76.489054
42.483327,-76.490933
42.483327,-76.490933
42.483327,-76.490933
42.1969978,-76.2468107
42.438395,-76.4993559
42.483327,-76.490933
42.1415779,-76.8146361
42.4407357,-76.49725389999999
42.0887014,-76.7924939
42.3677696,-76.8660855
42.5843301,-76.6709255
42.467498,-76.41321099999999
42.1256178,-76.80965450000001
42.4232403,-76.5159738
42.481869,-76.485249
42.4377834,-76.4632893
42.4847979,-76.4868989
42.5995351,-76.17985829999999
42.58701,-76.849975
42.49597660000001,-76.2974882
42.6124042,-76.18614219999999
42.4481529,-76.5060117
42.4601992,-76.86357749999999
42.4820828,-76.4836674
42.49087919999999,-76.2965425
42.628589,-76.94891199999999
42.5973611,-76.2044149
42.4681508,-76.4100721
42.5690232,-76.2182681
42.46877519999999,-76.4799158
42.4222926,-76.49498670000001
42.4411677,-76.5086212
42.452877,-76.497491
42.4309678,-76.5135191
42.41960039999999,-76.519185
42.4396366,-76.50412469999999
42.0981285,-76.2321781
42.50986919999999,-76.4919939
42.4289349,-76.9060858
42.43949010000001,-76.4974804
42.594113,-76.207718
42.4298965,-76.5063196
42.4422159,-76.5136795
42.5973188,-76.2056094
42.4994629,-76.2992271
42.4417414,-76.485919
42.5973154,-76.2019351
42.4202734,-76.5221882
42.4422565,-76.4849855
42.4410846,-76.498423
42.43548550000001,-76.5109813
42.59870100000001,-76.162469
42.1572083,-76.8276628
42.42275230000001,-76.51790439999999
42.43906279999999,-76.4941683
42.4378023,-76.4634907
42.5961163,-76.1930029
42.3777287,-76.8714849
42.695268,-76.742662
42.440585,-76.5110773
42.4398726,-76.49587319999999
42.4684513,-76.48017229999999
42.5720217,-76.92809849999999
42.47594389999999,-76.42953109999999
42.1763511,-76.8358038
42.440953,-76.48486
42.58434159999999,-76.2013484
42.157695,-76.8280024
42.427536,-76.5140321
42.352731,-76.546897
42.502125,-76.287413
42.427536,-76.5140321
42.430758,-76.509518
42.1526617,-76.8730468
40.39151499999999,-86.850814
40.413579,-86.825846
40.456955,-86.932941
40.4311589,-86.86864360000001
40.3835969,-86.83993319999999
40.4569125,-86.93291099999999
40.4229098,-86.90317900000001
40.391539,-86.85051759999999
40.39277679999999,-86.84988129999999
40.41695600000001,-86.82844899999999
40.42272849999999,-86.9054049
40.4038081,-86.956937
40.4574011,-86.93251120000001
40.391877,-86.8514601
40.42339049999999,-86.8999585
40.392929,-86.849755
40.41996750000001,-86.8472048
40.4334587,-86.8693725
40.4573916,-86.9326962
40.4193058,-86.8892597
40.4182545,-86.8355129
40.4208242,-86.8564907
40.453955,-86.91633499999999
40.4189489,-86.84156159999999
40.4170396,-86.8572423
40.4552885,-86.9176202
40.4181343,-86.8450065
40.7664574,-87.1237927
40.39655,-86.85710399999999
40.429662,-86.8725497
40.413311,-86.82713419999999
40.4190492,-86.837976
40.397206,-86.851719
40.425061,-86.91160699999999
40.2718223,-87.2582906
40.4229257,-86.9025341
40.4243219,-86.8595955
40.7225186,-86.76252009999999
40.3943968,-86.8495452
40.3948895,-86.83928949999999
40.5618796,-86.6519018
40.4058134,-86.856533
40.419364,-86.88999299999999
40.45389309999999,-86.9238878
40.4694614,-86.96001679999999
40.4148118,-86.81291030000001
40.39606119999999,-86.8545346
40.4540595,-86.9080548
40.4214516,-86.9037085
40.4571522,-86.9320571
40.61467309999999,-87.3152377
40.4380185,-86.8623763
40.41692,-86.826314
40.4233538,-86.9066605
40.4182697,-86.83439249999999
40.41897900000001,-86.89466
40.4222814,-86.9019299
40.43119589999999,-86.8693364
40.4075657,-86.85230039999999
40.3825829,-86.884818
40.4133429,-86.8272471
40.3987609,-86.83701680000001
40.400479,-86.853974
40.40035319999999,-86.8551079
40.423593,-86.9080874
40.4300095,-86.8725959
40.41933,-86.89529399999999
40.3916997,-86.84997580000001
40.4238349,-86.9088834
40.4252515,-86.85880619999999
40.3924245,-86.8508237
40.3958793,-86.85199449999999
40.4211389,-86.901072
40.416633,-86.83964
40.4109088,-86.86110599999999
40.41355199999999,-86.8253206
40.4261256,-86.9293947
40.4306004,-86.8714217
40.4647261,-86.9344823
40.3921842,-86.8506286
40.4132924,-86.8274677
40.3936266,-86.85189129999999
40.3868932,-86.8998886
40.39098970000001,-86.849734
40.4302717,-86.872394
40.43363129999999,-86.870284
40.4228129,-86.9077265
40.4529074,-86.9153012
40.4202127,-86.85556509999999
40.42506820000001,-86.9111305
40.412088,-86.83953600000001
40.3979158,-86.85499899999999
40.43995879999999,-86.88430029999999
40.4134885,-86.82523640000001
40.41353379999999,-86.8253302
40.4214461,-86.90493529999999
40.42341,-86.906767
40.4224734,-86.9129701
40.45382,-86.911064
40.4538655,-86.9148062
40.4325228,-86.91432770000002
40.4206924,-86.90023149999999
40.42497059999999,-86.91125629999999
40.3773198,-86.8184404
40.36754929999999,-86.86240389999999
40.01035900000001,-86.92910599999999
40.014409,-86.9034592
40.4208142,-86.8422911
40.7096038,-86.9854335
40.36471480000001,-86.8591662
40.3676316,-86.8686778
40.631758,-87.10398099999999
40.02035739999999,-86.9032908
40.7452184,-86.7742452
40.4574022,-86.96150209999999
40.422269,-86.90284299999999
40.5252196,-86.5201354
40.4240934,-86.9078334
40.41399029999999,-86.8753674
40.42469790000001,-86.92928289999999
40.4170232,-86.8542902
40.420196,-86.840677
40.4058957,-86.86301929999999
40.3902558,-86.8443783
40.417008,-86.82726799999999
40.424538,-86.908231
40.7663687,-87.12381409999999
40.459361,-86.96435
40.420152,-86.84513299999999
40.418126,-86.85166199999999
40.3936266,-86.85189129999999
40.386366,-86.900915
40.3936266,-86.85189129999999
40.3936266,-86.85189129999999
40.4004071,-86.85462369999999
40.364661,-86.8591704
40.416363,-86.5945819
40.3980572,-86.85567019999999
40.4142603,-86.8153495
40.3878409,-86.8388731
40.34496269999999,-87.0428982
40.29279949999999,-87.2489552
40.4208989,-86.8559295
40.02455730000001,-86.89957749999999
40.45420099999999,-86.912026
40.5025372,-86.8691154
40.4320537,-86.9142856
40.5864951,-86.68061139999999
40.5615572,-86.5252825
40.39512550000001,-86.86039310000001
40.3865399,-86.832388
40.45721999999999,-86.960638
40.4528026,-86.9176643
40.4193449,-86.89399449999999
40.416758,-86.5150488
40.5986008,-86.8690409
40.416975,-86.853556
40.2774998,-86.4952902
40.360189,-86.996881
40.4165067,-86.8572367
40.46217659999999,-86.84041850000001
40.02074089999999,-86.9033595
40.2780684,-86.4796997
40.51083799999999,-86.525655
40.41371300000001,-86.82723999999999
40.364718,-86.8591732
40.6078977,-87.30921479999999
40.4108919,-86.85867449999999
40.0396382,-86.9026025
40.4647309,-86.934167
40.4286664,-86.9208558
40.42467,-86.8531799
40.0771457,-86.9042752
40.4195791,-86.84738999999999
40.3639526,-86.8088386
40.3647171,-86.85916569999999
40.4187745,-86.88354269999999
40.4136814,-86.858442
40.741515,-86.87198599999999
40.4195791,-86.84738999999999
40.4195791,-86.84738999999999
40.398762,-86.85390199999999
40.42325,-86.9079996
40.423063,-86.9081374
40.36790979999999,-86.8613165
40.453792,-86.9170845
40.4171557,-86.89326539999999
40.402479,-86.858066
40.7478934,-86.7816605
40.4250108,-86.90815119999999
40.40051510000001,-86.8531283
40.285315,-86.548315
40.42379639999999,-86.90900069999999
40.33099669999999,-86.7641898
40.417009,-86.824833
40.4211691,-86.860153
40.4536627,-86.91354109999999
40.4214077,-86.9017745
40.3863361,-86.9009688
40.2793123,-86.5136887
37.7947029,-122.4008031
37.867488,-122.262748
37.78988329999999,-122.4091511
37.7894032,-122.4083743
38.246235,-122.274012
37.8796371,-122.3029926
37.81408,-122.2643242
37.7810638,-122.3997146
37.7972262,-122.3954112
37.673696,-122.4642315
37.7968024,-122.4056258
37.9043771,-122.0646276
37.7921442,-122.4020209
37.78995909999999,-122.4232324
37.7634098,-122.4010392
37.786797,-122.394217
37.4414392,-122.1636933
38.003981,-122.544314
37.7825772,-122.4079813
37.88262460000001,-122.306535
37.4406279,-122.1630952
37.78654239999999,-122.4019862
37.78545200000001,-122.399036
37.79820099999999,-122.4074094
37.7602623,-122.5050272
37.7684523,-122.4129275
37.7979404,-122.3960514
37.6047149,-122.0673077
37.79332,-122.392761
37.9532809,-122.492717
37.5442467,-122.2922033
37.784727,-122.4176594
37.8003385,-122.438331
37.7794341,-122.4104802
37.8010894,-122.409101
37.7821513,-122.4460842
37.783926,-122.24228
37.7886379,-122.4081712
37.7925657,-122.3984607
37.484386,-122.226882
37.7840944,-122.4062797
37.85558809999999,-122.2602077
37.7767605,-122.3940108
37.70653710000001,-121.9310861
37.8001782,-122.4106429
37.7601026,-122.4142258
37.790669,-122.41801
37.6077026,-122.0624918
37.7934429,-122.3993731
37.790964,-122.398185
37.8715656,-122.2686303
37.7886722,-122.4071769
37.7621815,-121.9641683
37.787139,-122.408884
37.7956853,-122.402855
37.8045966,-122.4330477
37.7609649,-122.4213649
37.808673,-122.409821
37.77248730000001,-122.4045774
37.76304159999999,-122.4216082
37.9756546,-122.0541536
37.7802635,-122.4163842
37.7691129,-122.4282897
37.760181,-122.388126
37.967097,-122.5202487
37.7705382,-122.4068731
